,Disk (GB),Memory (GB),CPU (Core),Bandwidth (MB/s),Region,Latitude,Longitude
5175,1138,15,9,504,Florida,27.995318568477735,80.2559236252966
5176,1138,15,9,504,Florida,26.548470458888406,80.94929002491178
5177,1138,15,9,504,Florida,29.874443873684438,83.27897266223991
5178,1138,15,9,503,Florida,28.609537684171677,86.25635445281877
5179,1138,15,9,503,Florida,26.828582133145023,87.37944752884528
5180,1138,15,9,502,Florida,30.929238994749287,83.56242756966058
5181,1138,15,9,499,Florida,27.766042548805125,83.54717637902309
5182,1138,15,9,499,Florida,27.587538606400294,85.74687099329402
5183,1138,15,9,496,Florida,29.801900831989617,82.19410920499716
5184,1138,15,9,496,Florida,27.88597383308896,81.61482491054986
5185,1138,15,9,493,Florida,27.226180322883216,81.85250136245321
5186,1138,15,9,491,Florida,29.700958755485626,80.13492268215303
5187,1138,15,9,490,Florida,30.203754329093417,85.69342464584905
5188,1138,15,9,490,Florida,28.82243025332562,81.41575303624784
5189,1138,15,9,490,Florida,26.342158828849996,86.31012852792752
5190,1138,15,9,487,Florida,29.943385265049102,85.81333486876345
5191,1138,15,9,487,Florida,24.5421559512021,80.7584595215197
5192,1138,15,9,485,Florida,25.870266202247127,82.3072941449448
5193,1138,15,9,485,Florida,29.653824685432248,80.90562006630336
5194,1138,15,9,482,Florida,25.062484036301136,80.79916923573397
5195,1138,15,9,482,Florida,25.883338389074513,81.88695819085633
5196,1138,15,9,481,Florida,30.05858039298559,86.21946920934145
5197,1138,15,9,481,Florida,25.824327505255216,85.40567664579537
5198,1138,15,9,479,Florida,28.238577765548534,85.80277758746892
5199,1138,15,9,479,Florida,28.195120012442846,85.6603928213803
5200,1138,15,9,479,Florida,29.162469156012193,81.70121714054393
5201,1138,15,9,476,Florida,24.944823729142943,82.83632173619503
5202,1138,15,9,474,Florida,30.329763967535964,85.31122963746417
5203,1138,15,9,474,Florida,26.66119692256909,85.44906706594423
5204,1138,15,9,473,Florida,26.05573321421206,83.76516231071528
5205,1138,15,9,473,Florida,25.568807635958983,83.4025703872848
5206,1138,15,9,473,Florida,25.754343455987996,83.83044432970362
5207,1138,15,9,473,Florida,26.57039185000094,82.77404650022063
5208,1138,15,9,473,Florida,25.07779749361644,83.77470339635364
5209,1138,15,9,473,Florida,25.90547248765035,83.81661420767195
5210,1138,15,9,473,Florida,29.00894585581756,81.91838346899402
5211,1138,15,9,473,Florida,26.653789198690966,84.77242770126637
5212,1138,15,9,473,Florida,30.07083603079741,84.63018145025569
5213,1138,15,9,470,Florida,30.057304300103628,81.56040740766284
5214,1138,15,9,469,Florida,27.84365089908359,83.0129626775482
5215,1138,15,9,468,Florida,25.78631984668423,82.73948378688056
5216,1138,15,9,467,Florida,26.628009814304022,83.44979266713437
5217,1138,15,9,467,Florida,29.891282501247687,87.59856671194757
5218,1138,15,9,463,Florida,30.1807022509103,86.62150296698893
5219,1138,15,9,463,Florida,25.661984670123104,84.02326475711364
5220,1138,15,9,463,Florida,27.144059178457468,85.40671896117603
5221,1138,15,9,463,Florida,28.956386730369637,80.9729832983803
5222,1138,15,9,462,Florida,26.871657004330967,83.75339304640192
5223,1138,15,9,462,Florida,26.474761815664237,81.35282029997515
5224,1138,15,9,462,Florida,25.170777979613263,81.90884201043885
5225,1138,15,9,456,Florida,30.302185515277532,82.8491907033337
5226,1138,15,9,451,Florida,25.23876313273481,83.28401396345743
5227,1138,15,9,450,Florida,27.84658532548568,87.37352904556909
5228,1138,15,9,450,Florida,26.23649660647414,86.62630514184411
5229,1138,15,9,450,Florida,27.541279197125938,81.24143684407262
5230,1138,15,9,448,Florida,28.05234608763391,85.49207050725492
5231,1138,15,9,447,Florida,29.248441540692582,81.97027140801065
5232,1138,15,9,445,Florida,24.976149344863376,85.50850250349164
5233,1138,15,9,445,Florida,25.417644986588893,80.14847853881376
5234,1138,15,9,445,Florida,30.007864332534083,82.28307351209064
5235,1138,15,9,445,Florida,30.339010072188273,82.80274003359865
5236,1138,15,9,445,Florida,27.65961321452818,80.7868725849124
5237,1138,15,9,445,Florida,30.60418876673748,81.56643561011232
5238,1138,12,9,445,Florida,29.638755152141055,86.24532017879571
5239,1138,12,9,445,Florida,27.948538676959163,86.49554123328573
5240,1138,12,9,445,Florida,28.308313956374636,84.81824089936835
5241,1138,12,9,445,Florida,28.91421721231621,84.10886237201805
5242,1138,12,9,445,Florida,27.297906665229846,85.60775529180889
5243,1138,12,9,445,Florida,25.963199020042296,79.96638051189474
5244,1138,12,9,445,Florida,28.468745391545255,85.63484711675133
5245,1138,12,9,445,Florida,25.874524622131077,83.47836979762333
5246,1138,12,9,445,Florida,29.26198848167334,81.12568580296552
5247,1138,12,9,445,Florida,29.821975438985486,79.82748354625541
5248,1138,12,9,445,Florida,28.26035884409612,80.00551477155072
5249,1138,12,9,445,Florida,30.09653626960684,84.43667334316058
5250,1138,12,9,445,Florida,24.574857932515627,81.06042753646183
5251,1138,12,9,445,Florida,30.144858315553694,82.18801306744508
5252,1138,12,9,445,Florida,27.223650422310183,83.6629344937455
5253,1138,12,9,445,Florida,28.543477377475256,85.97309463759979
5254,1138,12,9,445,Florida,25.145573256584036,81.78147252725962
5255,1138,12,9,443,Florida,27.038384527746242,87.60080218995937
5256,1138,12,9,442,Florida,24.83046200425677,81.75098527808538
5257,1138,12,9,441,Florida,25.423909648898363,85.98788688204218
5258,1138,12,9,439,Florida,30.693814393501683,87.15501636676261
5259,1138,12,9,437,Florida,24.500467327950272,84.1209033130372
5260,1138,12,9,434,Florida,27.197177531219197,80.20045822635824
5261,1138,12,9,433,Florida,27.05705688572889,82.39542947248856
5262,1138,12,9,433,Florida,26.048775972580135,83.8712807355963
5263,1138,12,9,431,Florida,26.63993598488896,84.47679680338676
5264,1138,12,9,430,Florida,25.763758084904335,82.81734315899361
5265,1138,12,9,430,Florida,30.89113102459138,82.18103711135814
5266,1138,12,9,429,Florida,26.05772217250168,82.96963981104032
5267,1138,12,9,428,Florida,30.014122111530156,80.94490022395662
5268,1138,12,9,425,Florida,28.835562717831017,83.47771385762128
5269,1138,12,9,425,Florida,27.75659151636256,79.88074686628644
5270,1138,12,9,422,Florida,28.7876493492671,83.0392575207825
5271,1138,12,9,422,Florida,24.7259318068919,84.99571609875058
5272,1138,12,9,420,Florida,29.953916640450306,86.0764643658504
5273,1138,12,9,419,Florida,27.6681383461533,87.09256791931256
5274,1138,12,9,418,Florida,30.86630291602574,87.63034892818
5275,1138,12,9,415,Florida,26.606806411405284,83.12141701907578
5276,1138,12,9,415,Florida,27.326069699183268,81.63778083756948
5277,1138,12,9,414,Florida,28.31337988717181,84.06155103574775
5278,1138,12,9,414,Florida,26.767859002236534,85.13166235877014
5279,1138,12,9,414,Florida,26.887678468962005,85.14549693865891
5280,1138,12,9,414,Florida,28.498060928894706,84.55185650806699
5281,1138,12,9,414,Florida,29.64058007548771,85.31842412402251
5282,1138,12,9,414,Florida,28.6949309259802,80.17835883693503
5283,1138,12,9,414,Florida,28.664095696371025,81.45476671663273
5284,1138,12,9,414,Florida,25.52628899849791,82.81979649798804
5285,1138,12,9,413,Florida,28.424366924523838,86.31440133545314
5286,1138,12,9,412,Florida,26.6034451010819,85.12551005420839
5287,1138,12,9,411,Florida,26.453188927628233,86.98089006401848
5288,1138,12,9,408,Florida,30.78012276282533,85.74709566805264
5289,1138,12,9,402,Florida,28.813541736983808,80.87431019463001
5290,1138,12,9,402,Florida,24.896824836426774,82.27556955305374
5291,1138,12,9,400,Florida,24.84190463944538,83.52812716599357
5292,1138,12,9,400,Florida,27.991207373195923,85.95165974871745
5293,1138,12,9,400,Florida,30.376744419301446,80.12176742401883
5294,1138,12,9,397,Florida,25.841591234379354,83.06695899886617
5295,1138,12,9,396,Florida,24.561971500021258,84.7771625212612
5296,1138,12,9,391,Florida,30.822410044483455,86.40358513653163
5297,1138,12,9,389,Florida,27.78645123047661,82.18870385004536
5298,1138,12,9,388,Florida,27.73620880496181,82.76608887352145
5299,1138,12,9,386,Florida,30.19097393918714,81.80238532143866
5300,1138,10,9,385,Florida,30.371918454890054,84.53753025839146
5301,1138,10,9,385,Florida,29.56623414731108,80.23612668616073
5302,1138,10,9,385,Florida,25.281714537500825,85.32922213626796
5303,1138,10,9,385,Florida,27.57960928530042,82.47837636791573
5304,1138,10,9,384,Florida,25.689316822956243,85.81143174119562
5305,1138,10,9,382,Florida,26.347161772085332,80.59816899856612
5306,1138,10,9,380,Florida,27.280797806921726,82.9401684988183
5307,1138,10,9,378,Florida,29.338031576133496,85.80671363682244
5308,1138,10,9,378,Florida,27.686364063854658,80.90824293496897
5309,1138,10,9,376,Florida,30.29444878153484,87.05443796242571
5310,1138,10,9,376,Florida,25.02359370071129,84.41056743347909
5311,1138,10,9,374,Florida,27.479107004482685,85.6424323249583
5312,1138,10,9,371,Florida,24.885058487084496,80.20282457829386
5313,1138,10,9,371,Florida,25.753754347071492,83.76142791579103
5314,1138,10,9,371,Florida,29.602833800484962,83.56786577866428
5315,1138,9,9,370,Florida,25.424396290852297,85.68842565350857
5316,1138,7,9,369,Florida,25.454967330293993,83.57763035939222
5317,1138,7,9,368,Florida,24.686617014170846,83.42308593812369
5318,1138,7,9,367,Florida,27.545648541940437,86.7633880595906
5319,1138,7,9,365,Florida,25.731794764825732,87.24204888792985
5320,1138,7,9,365,Florida,27.95677202964456,82.3112136890316
5321,1138,7,9,365,Florida,27.258340748595106,81.82879482563769
5322,1138,7,9,363,Florida,28.88658841508962,85.85614820666062
5323,1138,7,9,363,Florida,25.157251023339878,82.88873993110867
5324,1138,7,9,361,Florida,26.626710337341223,80.3840350603877
5325,1138,7,9,360,Florida,29.609450482164515,81.83930241963441
5326,1138,7,9,358,Florida,29.394328559099986,84.28295552753308
5327,1138,7,9,358,Florida,28.829452040125624,79.85045343310905
5328,1138,7,9,356,Florida,26.556842226429538,84.95294290109788
5329,1138,7,9,355,Florida,30.94262583151368,82.46022487214219
5330,1138,7,9,355,Florida,26.882096356721036,84.0122601328837
5331,1138,7,9,354,Florida,27.802993963717512,87.21092920250862
5332,1138,7,9,354,Florida,25.750728757566026,83.67943200173619
5333,1138,7,9,354,Florida,26.412074843229657,87.53722096846128
5334,1138,7,9,354,Florida,26.683664292432283,82.66866192224055
5335,1138,7,9,354,Florida,28.859876536592314,86.51329463129012
5336,1138,7,9,354,Florida,24.517486373307214,85.5326884920489
5337,1138,7,9,354,Florida,25.503289225362362,82.3372702967709
5338,854,7,9,354,Florida,28.85549135156679,87.34815744691534
5339,854,7,9,354,Florida,29.921205590793832,84.28411331094817
5340,854,7,9,354,Florida,25.270291478371178,86.65433412993653
5341,854,7,9,354,Florida,28.960152148706605,81.72620715137455
5342,854,7,9,354,Florida,30.515304107499976,82.51107147160963
5343,854,7,9,354,Florida,28.910189316064255,86.81475752133075
5344,854,7,9,354,Florida,30.114633095341794,87.241270660211
5345,854,7,9,354,Florida,29.468943029750807,85.30443385414998
5346,854,7,9,354,Florida,30.543202188227923,81.28590735073061
5347,854,7,9,354,Florida,24.82020204018448,86.29679843347641
5348,854,7,9,354,Florida,26.358349045162225,80.19201648796599
5349,854,7,9,352,Florida,30.315392772836525,85.07037370664328
5350,854,7,9,351,Florida,25.027680637624268,83.0104070472432
5351,854,7,9,348,Florida,24.665298279356858,82.603889322997
5352,854,7,9,348,Florida,28.148526455386246,87.31558050550943
5353,854,7,9,346,Florida,30.184840799245006,87.39889967355117
5354,854,7,9,346,Florida,28.04849926092404,81.04834430489477
5355,854,7,9,346,Florida,24.845938863010602,81.57772214195734
5356,854,7,9,344,Florida,30.977838504217097,87.29823979133432
5357,854,7,9,344,Florida,25.05542885360397,84.84328406501413
5358,854,7,9,344,Florida,25.191792374129406,85.92755776368303
5359,854,7,9,343,Florida,24.72073164747998,81.15701332774317
5360,854,7,9,343,Florida,28.893666842870235,79.88364457839835
5361,854,7,9,343,Florida,26.601005642080565,82.24041871525034
5362,854,7,9,342,Florida,25.73539906979641,85.36005014018842
5363,854,7,9,342,Florida,28.49784617055057,79.87754386849039
5364,854,7,9,342,Florida,30.213930159953264,82.94448034779569
5365,854,7,9,341,Florida,24.541868081920523,79.91151662341078
5366,854,7,9,340,Florida,30.5182403267003,81.74649036362233
5367,854,7,9,340,Florida,26.494141040954872,86.48000766671616
5368,854,7,9,339,Florida,30.877246866421583,82.01663042754862
5369,854,7,9,338,Florida,25.3335448601494,87.04990820151899
5370,854,7,9,337,Florida,25.873001090700157,80.2777811203632
5371,854,7,9,335,Florida,25.57771147814348,86.77909686450116
5372,854,7,9,334,Florida,25.775491273648196,80.44386543877908
5373,854,7,9,334,Florida,27.7885762733166,81.49244002330877
5374,854,7,9,331,Florida,25.212038757114424,82.72609031110515
5375,854,7,9,331,Florida,26.367495035369664,82.59214695086743
5376,854,7,9,331,Florida,27.21420843527782,83.67473225809889
5377,854,7,9,329,Florida,29.055986251681,82.59074520333222
5378,854,7,9,328,Florida,30.53283691148495,85.76106249106167
5379,854,7,9,326,Florida,29.06536902172266,87.61887686966334
5380,854,7,9,326,Florida,26.15177647907862,79.9543926646119
5381,854,7,9,322,Florida,25.98131168751679,87.18891103639912
5382,854,7,9,321,Florida,27.020136111937312,86.47287031140212
5383,854,7,9,320,Florida,27.791460941527127,84.56949378231369
5384,854,7,6,320,Florida,26.021055476194572,83.43169932930594
5385,854,7,6,317,Florida,28.432958463797707,82.01839569381218
5386,854,7,6,316,Florida,29.003678891434035,81.02623355722827
5387,854,7,6,316,Florida,28.751111349238656,80.34369416428315
5388,854,7,6,316,Florida,25.019070907148688,87.38600951003397
5389,854,7,6,314,Florida,26.61607348819525,85.85381679026642
5390,854,7,6,312,Florida,25.393365600068584,83.5816027489125
5391,854,7,6,312,Florida,25.48320393407048,84.19142882742214
5392,854,7,6,312,Florida,27.376055093331168,86.86464839000976
5393,854,7,6,312,Florida,27.990817488212304,84.39000736821838
5394,854,7,6,312,Florida,25.778952354983648,87.14661187169216
5395,854,7,6,312,Florida,29.991008312619478,85.96818640494244
5396,854,7,6,312,Florida,27.811812111373477,82.97734572294571
5397,854,7,6,311,Florida,26.730233411325184,87.02192569217425
5398,854,7,6,311,Florida,29.502032859781462,87.48959360457243
5399,854,7,6,310,Florida,30.15300438514979,80.36169491672406
5400,854,7,6,310,Florida,27.526565156883834,83.02191462836602
5401,854,7,6,310,Florida,26.647601759598185,85.10510882410553
5402,854,7,6,309,Florida,29.394717075652487,83.15673247217829
5403,854,7,6,309,Florida,25.30137970800424,81.73967526852411
5404,854,7,6,306,Florida,26.83042885927415,81.65997195387706
5405,854,7,6,305,Florida,25.214981989663162,84.241628854157
5406,854,7,6,303,Florida,30.672454475710445,81.2466730105595
5407,854,7,6,303,Florida,29.286408453608587,81.6212883430425
5408,854,7,6,303,Florida,28.802838252884783,83.04782585780666
5409,854,7,6,303,Florida,29.49118356748665,86.79200954106413
5410,854,7,6,303,Florida,25.958777899580273,83.77498762610263
5411,854,7,6,303,Florida,26.70899715557202,81.55277327793323
5412,854,7,6,302,Florida,30.816580690356044,81.00646924538364
5413,854,7,6,301,Florida,30.6006330461052,83.96533301864386
5414,854,7,6,300,Florida,30.822467322246162,81.54610424803208
5415,854,7,6,300,Florida,29.9007212745291,80.72615425014291
5416,854,7,6,298,Florida,29.571095096414364,85.9541706376791
5417,854,7,6,297,Florida,25.509406106244047,86.88853118551523
5418,854,7,6,297,Florida,25.66409387110472,80.24602667397714
5419,854,7,6,297,Florida,30.37388070147553,86.91220794928036
5420,854,7,6,295,Florida,28.88049591959175,84.13753278236985
5421,854,7,6,295,Florida,28.98992115871002,83.10191607814514
5422,854,7,6,295,Florida,26.167633124490703,82.01267474523013
5423,854,7,6,295,Florida,30.45324367649588,81.13660600386271
5424,854,7,6,295,Florida,26.93778344089825,84.97942678165109
5425,854,7,6,295,Florida,26.848508335597046,85.21989767236113
5426,854,7,6,295,Florida,29.09880606617542,82.42459362014355
5427,854,7,6,295,Florida,29.048638444335374,80.43831055651015
5428,854,7,6,295,Florida,25.690915933876635,82.12886014939362
5429,854,7,6,295,Florida,27.66135566578106,84.72718790032661
5430,854,7,6,295,Florida,30.109614670630016,80.85450061047523
5431,854,7,6,295,Florida,27.350304481287736,84.36904695282293
5432,854,7,6,295,Florida,26.487651463816736,85.98984579876966
5433,854,7,6,295,Florida,30.20633867651263,80.79209465716634
5434,854,7,6,295,Florida,27.259791066773968,80.0186516114691
5435,843,7,6,295,Florida,24.666851155555754,81.8240536470157
5436,715,7,6,295,Florida,25.1077158115328,86.8076935462439
5437,569,7,6,295,Florida,26.030747749774306,82.37121469602081
5438,569,7,6,295,Florida,24.7619739108727,80.67566901074905
5439,569,7,6,295,Florida,27.58083960257999,81.20692805936395
5440,569,7,6,295,Florida,25.64030499764385,84.48546145484198
5441,569,7,6,295,Florida,29.935113978597016,82.72052005609244
5442,569,7,6,295,Florida,25.992181326301598,83.42290366699324
5443,569,7,6,295,Florida,28.667720712849366,84.24917471932024
5444,569,7,6,295,Florida,28.63468871029354,81.38984382199078
5445,569,7,6,295,Florida,25.359626869460822,80.81997278757163
5446,569,7,6,295,Florida,30.154174449504012,84.07629394736199
5447,569,7,6,295,Florida,24.563820173881986,80.85568312078473
5448,569,7,6,295,Florida,25.575931297760288,84.7264381670399
5449,569,7,6,295,Florida,28.202953939614787,84.64196627422903
5450,569,7,6,295,Florida,25.442271204674448,84.71860332958369
5451,569,7,6,295,Florida,30.271777772333138,82.31332849113814
5452,569,7,6,295,Florida,24.702826916919083,83.31744485921013
5453,569,7,6,295,Florida,26.854747077650046,82.29766551765209
5454,569,7,6,295,Florida,25.559443349884347,81.75512898635941
5455,569,7,6,295,Florida,29.746852256431893,83.8729126849193
5456,569,7,6,295,Florida,27.95052178144417,82.08536254052873
5457,569,7,6,295,Florida,24.511763500405547,82.73140812947187
5458,569,7,6,295,Florida,30.745473496414643,85.65255142965029
5459,569,7,6,295,Florida,29.34542845733325,86.24743654240235
5460,569,7,6,295,Florida,27.312406133264023,85.5677240372268
5461,569,7,6,295,Florida,25.36678931278272,86.767215185548
5462,569,7,6,295,Florida,24.806659366078563,83.2008392924046
5463,569,7,6,295,Florida,30.474043660364067,83.56966043371571
5464,569,7,6,295,Florida,26.48389394390539,81.68372540810402
5465,569,7,6,295,Florida,29.969049819962432,83.20750869585599
5466,569,7,6,295,Florida,25.346770676017258,81.62718800720593
5467,569,7,6,295,Florida,26.717728317932988,84.93383811214937
5468,569,7,6,295,Florida,27.383845467380308,82.08976067660062
5469,569,7,6,295,Florida,29.367125972471463,84.85289986909449
5470,569,7,6,295,Florida,29.12223855093491,79.92124496197097
5471,569,7,6,295,Florida,29.121884604558396,85.3034608421095
5472,569,7,6,295,Florida,25.575591446208676,84.22653625221452
5473,569,7,6,295,Florida,26.329943070436617,87.05524650710089
5474,569,7,6,295,Florida,30.502216372808604,83.25302314986214
5475,569,7,6,295,Florida,28.65744385941972,82.03757281060076
5476,569,7,6,295,Florida,25.068205829309527,85.10064272548121
5477,569,7,6,295,Florida,26.78978641099444,81.52021069786362
5478,569,7,6,295,Florida,28.405169358202343,84.33183854709743
5479,569,7,6,295,Florida,26.398312116954095,84.06994912802094
5480,569,7,6,295,Florida,29.577793551299237,86.48887910302047
5481,569,7,6,295,Florida,24.515470018851538,87.09899959259941
5482,569,7,6,295,Florida,27.5611334510812,86.64521457613424
5483,569,7,6,295,Florida,28.86696996308548,82.32467922718328
5484,569,7,6,295,Florida,29.221116861303624,80.73179232335934
5485,569,7,6,295,Florida,28.721696059968803,81.43563933495136
5486,569,7,6,295,Florida,25.380652803326043,86.23106170316493
5487,569,7,6,295,Florida,27.940859960778663,85.20314193749289
5488,569,7,6,295,Florida,30.920381259744094,86.24100986071863
5489,569,7,6,295,Florida,27.04756505737287,84.01459117128167
5490,569,7,6,295,Florida,30.987972549652003,82.94835026277873
5491,569,7,6,295,Florida,27.696845755058767,85.12968031021111
5492,569,7,6,295,Florida,24.963806817547386,82.37828759484813
5493,569,7,6,295,Florida,25.807728141453865,87.02579561506928
5494,569,7,6,295,Florida,27.570976167874832,83.09902439459903
5495,569,7,6,295,Florida,30.058784768610828,84.89910687451317
5496,569,7,6,295,Florida,25.090041332686923,82.09602832508432
5497,569,7,6,295,Florida,24.89029111094846,81.38934698438013
5498,569,7,6,295,Florida,30.91352082128466,81.96571269965204
5499,569,7,6,295,Florida,25.298373083727846,87.37258947977763
5500,569,7,6,292,Florida,26.341926279783507,86.37212892706961
5501,569,7,6,292,Florida,27.458734567871026,87.06006563155424
5502,569,7,6,292,Florida,29.40684119961868,86.93037704255723
5503,569,7,6,292,Florida,29.270406815283106,84.14960753367512
5504,569,7,6,292,Florida,29.096870495781864,85.28829645722409
5505,569,7,6,292,Florida,27.689085253411726,85.45307270546435
5506,569,7,6,292,Florida,25.064356706461002,82.73122123448695
5507,569,7,6,292,Florida,26.787905499909993,87.15875625745174
5508,569,7,6,291,Florida,28.243852060589596,84.02850179824506
5509,569,7,6,289,Florida,28.363128927823045,82.63354737824125
5510,569,7,6,289,Florida,27.949124096063226,82.21535042072288
5511,569,7,6,289,Florida,26.451417256500854,79.97817391984272
5512,569,7,6,289,Florida,29.131397207591842,81.2084990019061
5513,569,7,6,289,Florida,28.353061081253134,81.79699553025063
5514,569,7,6,289,Florida,30.570310455349954,80.6736345923002
5515,569,7,6,289,Florida,25.82688361743757,83.10242984251
5516,569,7,6,289,Florida,28.718685199799616,80.82977775230593
5517,569,7,6,289,Florida,30.61942391998453,82.8379691723057
5518,569,7,6,289,Florida,25.60259645471826,86.43301289342384
5519,569,7,6,288,Florida,30.227545837063722,82.3728279042353
5520,569,7,6,287,Florida,30.496527409648728,80.68938679507971
5521,569,7,6,287,Florida,26.58688704019835,83.35615084020199
5522,569,7,6,286,Florida,25.344120621183844,80.33796993684548
5523,569,7,6,286,Florida,26.750660245853297,80.25043787344605
5524,569,7,6,286,Florida,24.76541112335154,81.72210474073042
5525,569,7,6,286,Florida,26.00971552925014,85.37566006386801
5526,569,7,6,286,Florida,28.23209505230677,85.15570614948456
5527,569,7,6,286,Florida,26.524849766728018,83.17458201959607
5528,569,7,6,286,Florida,29.9916415261443,83.57944499612678
5529,569,7,6,286,Florida,30.229955588435928,87.50739396936798
5530,569,7,6,286,Florida,27.17463013001791,80.29151865540709
5531,569,7,6,286,Florida,29.535257339044232,83.89983533878167
5532,569,7,6,286,Florida,28.798920033800343,84.33416909091
5533,569,7,6,285,Florida,25.773631206469354,83.77002322412095
5534,569,7,6,284,Florida,28.103783460196325,85.3753967279155
5535,569,7,6,283,Florida,26.476159524706098,87.48012254362564
5536,569,7,6,283,Florida,27.784478037924867,87.0077006693051
5537,569,7,6,283,Florida,28.197835834762188,84.16376825911
5538,569,7,6,283,Florida,28.296911568077707,85.09967286152812
5539,569,7,6,283,Florida,28.68860151832763,80.38877647223445
5540,569,7,6,283,Florida,30.86636874778495,83.04012962980084
5541,569,7,6,283,Florida,30.64293737144696,82.2545256460246
5542,569,7,6,283,Florida,24.74561182987075,82.50763021505986
5543,569,7,6,283,Florida,28.668429374984907,81.81546244600149
5544,569,7,6,283,Florida,28.175637317357747,83.58696402080021
5545,569,7,6,282,Florida,29.120806077641234,86.41101082740238
5546,569,7,6,281,Florida,30.839578678482788,82.83039934411676
5547,569,7,6,281,Florida,29.81166401313427,81.78385279061703
5548,569,7,6,280,Florida,27.94000264676624,87.28272136680482
5549,569,7,6,280,Florida,30.105701549666456,80.13584646690443
5550,569,7,6,280,Florida,28.204749459132614,80.24060892198894
5551,569,7,6,280,Florida,30.200348745969706,80.57475339674819
5552,569,7,6,280,Florida,27.450603011346132,80.1651712455818
5553,569,7,6,279,Florida,25.509406344891953,84.96316876217793
5554,569,7,6,278,Florida,29.897876109119192,84.72613181008367
5555,569,7,6,278,Florida,28.624331270432865,83.75026324834428
5556,569,7,6,278,Florida,26.54683197324553,84.3688445250358
5557,569,7,6,278,Florida,29.584770707784116,87.2448566064436
5558,569,7,6,278,Florida,24.948849287732664,82.88219258392643
5559,569,6,6,278,Florida,27.12971636137349,80.005884229738
5560,569,6,6,278,Florida,25.246826240637333,86.20449051823223
5561,569,5,6,278,Florida,29.234207508230533,87.46934235617952
5562,569,5,6,278,Florida,26.906725799282974,81.79133568130861
5563,569,5,6,276,Florida,27.745565045653453,81.68026888610663
5564,569,5,6,276,Florida,24.696975642980256,87.44321211044718
5565,569,5,6,276,Florida,30.475948259399733,84.70684856121449
5566,569,5,6,275,Florida,27.69007302804606,82.48462946421594
5567,569,5,6,275,Florida,27.028857000733517,87.39450201844005
5568,569,5,6,275,Florida,29.381442770025807,80.09784413626612
5569,569,5,6,275,Florida,28.785611114673348,81.33640874605865
5570,569,5,6,275,Florida,25.1835635458308,81.13522827334782
5571,569,5,6,275,Florida,27.965880895825343,85.72901153073923
5572,569,5,6,275,Florida,26.562050665419676,86.33141699770077
5573,569,5,6,275,Florida,25.30374960575045,82.7887668491328
5574,569,5,6,275,Florida,29.45754682656854,85.8103050241081
5575,569,5,6,275,Florida,25.50195724675069,79.84049795247061
5576,569,5,6,275,Florida,27.723430664695567,84.55250119000506
5577,569,5,6,275,Florida,25.539984828712896,84.62692662961753
5578,569,5,6,275,Florida,24.58388815071978,86.87769133528846
5579,569,5,6,275,Florida,28.31987362083083,80.37498787044962
5580,569,5,6,275,Florida,28.01392826667665,84.34645632703173
5581,569,5,6,275,Florida,27.080445737026096,81.09096257112881
5582,569,5,6,275,Florida,29.27673666621505,84.50410145350742
5583,569,5,6,274,Florida,26.50940638344545,87.26726661352265
5584,569,5,6,274,Florida,25.9284337709333,82.39570349966219
5585,569,5,6,273,Florida,27.153051110995985,81.62886557609676
5586,569,5,6,272,Florida,30.7320476854838,80.33739168006778
5587,569,5,3,272,Florida,25.01019482927364,84.59503068630048
5588,480,5,3,272,Florida,28.12969155904746,85.50800150520571
5589,418,5,3,272,Florida,27.245806169849992,85.46788533045056
5590,367,5,3,272,Florida,26.42460018180679,83.40889280919043
5591,284,5,3,272,Florida,30.650232729466687,86.72979055309051
5592,284,5,3,272,Florida,26.704302001837757,86.7136223718898
5593,284,5,3,272,Florida,29.886345556915476,82.20551597740479
5594,284,5,3,272,Florida,27.106511816255736,80.72074309470358
5595,284,5,3,272,Florida,26.356652658835614,84.79974204349396
5596,284,5,3,272,Florida,29.154637452161513,80.60515608631623
5597,284,5,3,272,Florida,25.606688992534004,85.11493290497437
5598,284,5,3,272,Florida,25.44243225900516,83.24423630588429
5599,284,5,3,272,Florida,26.77206191380327,80.61872199610468
5600,284,5,3,272,Florida,28.91077132547248,82.29748223832773
5601,284,5,3,272,Florida,26.26874180601566,80.3333560863261
5602,284,5,3,271,Florida,28.55306988265782,81.74831837474332
5603,284,5,3,270,Florida,25.90760397534544,87.30678547302689
5604,284,5,3,269,Florida,26.933249041922203,87.62938797060247
5605,284,5,3,269,Florida,29.47005565645565,86.942835341173
5606,284,5,3,269,Florida,28.612414879973095,87.18388311009878
5607,284,5,3,269,Florida,28.857466961590866,83.37163832699748
5608,284,5,3,269,Florida,26.895867164170753,83.37215431018176
5609,284,5,3,268,Florida,27.561776572468922,84.56552420091316
5610,284,4,3,268,Florida,25.248659408510786,85.81086665167676
5611,284,4,3,266,Florida,26.45890417406473,85.15541738151667
5612,284,3,3,266,Florida,30.460387425463296,85.59702551563853
5613,284,3,3,266,Florida,26.499909173551224,85.14857011636002
5614,284,3,3,266,Florida,27.20413224450012,80.43706246149205
5615,284,2,3,266,Florida,25.75278508588279,81.41252656832992
5616,284,2,3,266,Florida,30.323453972721893,82.38806122673626
5617,284,2,3,266,Florida,28.801276465942085,81.57909275525671
5618,284,2,3,265,Florida,27.279079919547055,84.87464141561662
5619,284,2,3,265,Florida,27.439189717724766,85.49842324961713
