,Disk (GB),Memory (GB),CPU (Core),Bandwidth (MB/s),Region,Latitude,Longitude
3919,293,2,3,176,California,40.804330239264296,120.3056335872395
3920,293,2,3,176,California,35.637837793061685,122.77697373863691
3921,293,2,3,176,California,33.94325479747383,118.78098647132522
3922,293,2,3,175,California,38.29721509989572,122.28279198776549
3923,293,2,3,174,California,41.703806264418475,123.79441293991133
3924,293,2,3,174,California,36.21216886736986,119.93697329271792
3925,293,2,3,174,California,36.31085281022136,115.89807076872205
3926,293,2,3,173,California,39.53835893558903,114.76685080349988
3927,293,2,3,172,California,40.28812162649381,121.75160934219791
3928,293,2,3,172,California,33.77554907467504,122.9324991754414
3929,293,2,3,172,California,39.96849359096402,122.344616998554
3930,293,2,3,172,California,40.78221872050213,115.22984148834968
3931,293,2,3,172,California,41.710980962489266,118.85774878423001
3932,293,2,1,172,California,34.53057482052509,123.18577979795944
3933,293,2,1,172,California,37.32731729123313,122.90921116440644
3934,10436,72,19,1917,Colorado,37.81324109238464,103.90287113170142
3935,9896,72,19,1634,Colorado,38.68254267108903,108.37118665270805
3936,9502,45,16,1634,Colorado,39.88537890261419,104.72810252058895
3937,9252,42,16,1597,Colorado,40.055335261426386,108.1342128481127
3938,9002,34,16,1597,Colorado,37.81847739955572,105.05457402817154
3939,9002,34,16,1597,Colorado,38.26709505671168,104.0906160344808
3940,9002,34,16,1597,Colorado,39.88570551402482,105.76316471709733
3941,9002,34,16,1597,Colorado,40.28648280131865,105.76828442705566
3942,8752,34,16,1597,Colorado,39.54243766247717,108.49050442641915
3943,8502,34,16,1597,Colorado,40.59189615424208,108.75632153543853
3944,8252,34,16,1597,Colorado,38.15882038968513,103.44054182528492
3945,8002,34,16,1597,Colorado,38.974323371113684,104.31673004298118
3946,7779,34,16,1575,Colorado,37.79712949131393,106.77761443205839
3947,7502,34,16,1533,Colorado,40.47824565628473,104.21025152272016
3948,7502,34,16,1533,Colorado,38.99889995524319,105.07684450317886
3949,7242,34,16,1435,Colorado,37.366971470822506,102.52147602248098
3950,7047,34,16,1277,Colorado,39.51658459558218,105.03328918009122
3951,7002,34,16,1277,Colorado,40.19181550388729,103.5270417473458
3952,7002,34,16,1277,Colorado,40.826255732198184,107.5349642187904
3953,6972,34,16,1277,Colorado,40.8000065559472,108.98131516726453
3954,6501,34,16,1277,Colorado,37.563999578820955,105.50295310092956
3955,6501,34,12,1277,Colorado,38.04006208053885,102.35465225213359
3956,6363,34,12,1277,Colorado,38.220082436757465,107.05587173110473
3957,6251,34,12,1277,Colorado,39.22680259415526,104.1613287200026
3958,6251,34,12,1238,Colorado,38.205210508511826,107.06251750432953
3959,6001,34,12,1149,Colorado,38.78904369631256,104.68048474381958
3960,6001,34,12,1149,Colorado,40.561332906409106,104.66687430475139
3961,6001,34,12,1118,Colorado,39.440272072562294,104.43387491384689
3962,6001,34,12,1063,Colorado,38.96119041024118,106.48213469340484
3963,5751,34,12,1053,Colorado,37.86780704391484,105.13340232195047
3964,5698,31,12,1021,Colorado,37.03427847493554,105.44613512201718
3965,5501,29,12,987,Colorado,38.02321674936069,102.28806880632095
3966,5501,26,12,981,Colorado,39.57997674081255,105.48172028764284
3967,5251,26,12,957,Colorado,37.64380492138959,107.5416138404512
3968,5251,26,12,957,Colorado,38.81751234058401,103.22403362019939
3969,5241,26,12,957,Colorado,40.53781937145573,108.78171359068247
3970,5218,26,12,957,Colorado,38.38025474745243,106.02167865615516
3971,5001,26,12,957,Colorado,37.433455354958994,105.1206835574779
3972,5001,26,12,957,Colorado,38.22631728519741,106.26100803383994
3973,4953,26,12,957,Colorado,39.67870311489447,106.71634781509204
3974,4751,26,12,957,Colorado,38.13210624886771,105.28680927712907
3975,4656,24,12,957,Colorado,40.34724988309742,104.35306563627775
3976,4542,21,12,957,Colorado,39.66518505025173,105.44942327492424
3977,4501,21,12,957,Colorado,40.31067934953806,107.75115277279811
3978,4501,20,12,957,Colorado,40.740747244237966,104.72260052066265
3979,4501,18,12,957,Colorado,37.96024372219788,108.92514197519792
3980,4251,17,12,957,Colorado,39.25390048805202,105.0899949742697
3981,4251,16,12,957,Colorado,38.649704411118464,104.59424607240125
3982,4001,16,12,957,Colorado,40.2736242369439,105.14973961019591
3983,4001,16,12,957,Colorado,37.85961758757131,103.6335087989837
3984,4001,16,12,957,Colorado,39.64110537327366,103.4726288862599
3985,3996,16,12,957,Colorado,40.43963258447292,104.12935365863679
3986,3751,16,12,957,Colorado,38.61983265222078,107.75244044869338
3987,3751,16,12,957,Colorado,40.271970859265,107.32903431118454
3988,3711,16,12,925,Colorado,37.86553586365741,104.60460867681253
3989,3501,16,12,907,Colorado,39.015156656525676,103.04082507407786
3990,3501,16,12,893,Colorado,37.180036651997824,104.57843472007133
3991,3387,16,12,887,Colorado,37.63964296174501,106.442429739131
3992,3294,16,12,880,Colorado,38.753782720115375,108.69057223820475
3993,3250,16,12,862,Colorado,38.04261592783615,102.35105661108767
3994,3250,16,12,814,Colorado,40.73496958381179,105.63163679223689
3995,3104,16,12,798,Colorado,37.548680888433495,105.45487735496721
3996,3074,16,12,798,Colorado,40.333983442267645,103.23516230280772
3997,3033,16,12,798,Colorado,40.8559845641032,104.08859442265896
3998,3000,16,12,798,Colorado,40.747662124671905,107.36759038392219
3999,3000,16,12,778,Colorado,39.87520246397434,105.7352888373704
4000,3000,16,12,770,Colorado,37.6454201084704,102.20712324852117
4001,3000,16,12,765,Colorado,37.24912149639071,105.83622642463443
4002,3000,16,12,765,Colorado,37.678242063260896,108.22700917529424
4003,2852,16,12,765,Colorado,37.75558939602748,102.35121958798364
4004,2750,16,12,765,Colorado,38.214872749855836,106.87697009323735
4005,2750,16,12,765,Colorado,37.198147445777735,107.10463563343735
4006,2750,16,12,765,Colorado,38.043820753920734,104.10517450373398
4007,2713,16,12,765,Colorado,40.92922706596757,106.19474770595438
4008,2634,16,12,734,Colorado,37.20797869491026,102.23911668562386
4009,2500,16,12,734,Colorado,38.82863291249906,104.34415698177395
4010,2500,16,12,727,Colorado,37.17627702493871,107.13060971502487
4011,2500,16,12,716,Colorado,40.383634287672585,108.96091072810464
4012,2500,16,12,701,Colorado,39.346059825675496,107.22081165740094
4013,2500,16,12,690,Colorado,39.234932524125284,106.76371086561039
4014,2500,16,12,679,Colorado,38.374088225183066,106.31113114474347
4015,2500,16,12,670,Colorado,39.213939828766485,106.23154761040391
4016,2500,16,12,670,Colorado,38.171381322464235,105.16915850636217
4017,2500,16,12,661,Colorado,39.57739881006507,108.71375585313409
4018,2250,16,12,652,Colorado,37.443328198347324,104.89953280903626
4019,2250,16,12,637,Colorado,37.44930961044794,103.33406610287632
4020,2250,16,12,637,Colorado,40.43018182806355,105.57439528045063
4021,2250,16,12,637,Colorado,37.72473921385258,102.43047548646337
4022,2250,16,12,637,Colorado,40.65421376404713,103.82106717085435
4023,2250,16,12,637,Colorado,39.697224631096155,107.31027938170138
4024,2250,16,12,637,Colorado,38.0866193231438,104.51937974171119
4025,2250,16,12,637,Colorado,39.48758356912677,108.04066718168599
4026,2250,16,12,637,Colorado,37.61592353144547,105.59975762555668
4027,2250,16,12,637,Colorado,39.83870017058989,108.00653919334874
4028,2250,16,12,637,Colorado,39.59693927038358,108.02137567908541
4029,2250,16,12,637,Colorado,38.51792967214743,102.80112649377024
4030,2250,16,12,637,Colorado,38.588549457165314,108.2832701573856
4031,2250,16,12,637,Colorado,40.933235940132974,104.1178542920868
4032,2250,16,12,637,Colorado,37.64599636361395,105.18022998704375
4033,2250,16,12,637,Colorado,40.27152968648345,107.4911431124159
4034,2250,16,12,637,Colorado,38.67718751890333,102.43996724265253
4035,2228,16,12,637,Colorado,38.16778764800446,103.56453769410871
4036,2121,16,12,637,Colorado,39.935852660589504,105.38272599125604
4037,2000,16,12,637,Colorado,38.461682642729144,102.64035590194293
4038,2000,16,12,637,Colorado,39.551650123609846,106.24146295325657
4039,2000,16,12,637,Colorado,40.1614942196765,105.1368380356768
4040,2000,16,12,637,Colorado,38.12169472582276,106.4769425004922
4041,2000,16,12,637,Colorado,39.936754613983226,105.933294022592
4042,2000,16,12,637,Colorado,39.01084494809492,105.94512195475014
4043,2000,16,12,637,Colorado,38.05807446014745,103.34605578530889
4044,2000,16,12,637,Colorado,39.63423632460645,105.93216002118633
4045,2000,16,12,637,Colorado,38.0712822776278,107.46245252842208
4046,2000,16,12,637,Colorado,39.74276718717524,108.62871399135044
4047,2000,16,12,637,Colorado,37.63497157582255,108.64655411471418
4048,2000,16,12,637,Colorado,37.63450493360577,104.16366732152858
4049,2000,16,12,637,Colorado,37.9779165558795,103.18116924788275
4050,2000,16,12,637,Colorado,40.392722429300086,108.66448975871948
4051,1782,16,12,623,Colorado,39.96385632308502,108.58817975610668
4052,1754,16,12,621,Colorado,39.620465462857666,108.36771052889247
4053,1750,16,12,612,Colorado,38.997738616208345,107.925297427341
4054,1750,16,12,612,Colorado,37.19414933397603,104.22411583368182
4055,1750,16,12,606,Colorado,40.584861809203424,105.22854979264378
4056,1750,16,12,605,Colorado,40.48360709401933,104.54017494696969
4057,1750,16,12,591,Colorado,39.26017660718248,102.20968599288994
4058,1750,16,12,591,Colorado,38.13961702155155,108.218854094627
4059,1750,16,12,591,Colorado,38.40453120125647,102.17664337575711
4060,1750,16,12,588,Colorado,40.6662207659377,107.91355445101857
4061,1750,16,12,588,Colorado,37.14121760978583,104.58593957533785
4062,1750,16,12,586,Colorado,40.0868460692064,108.25419412837543
4063,1750,16,12,586,Colorado,37.572185429588636,105.01235863542624
4064,1750,16,12,577,Colorado,38.21697883932856,106.63673778412678
4065,1750,16,12,574,Colorado,40.068810127795196,103.03479234594036
4066,1750,16,12,573,Colorado,38.062533831944265,105.8861767288697
4067,1611,16,12,573,Colorado,38.31612125367199,106.50781891412025
4068,1611,16,12,572,Colorado,40.042536224576864,107.31935129510764
4069,1500,16,12,565,Colorado,37.54703196673606,108.04656589745932
4070,1500,16,12,558,Colorado,37.146685798168974,103.21589411292804
4071,1500,16,12,554,Colorado,39.98248307210562,103.43029992122611
4072,1500,16,12,543,Colorado,37.497605767768434,103.41380395716814
4073,1500,16,12,543,Colorado,37.61005772413604,104.0892539773618
4074,1500,16,12,539,Colorado,38.83977608770215,105.19678588776685
4075,1500,16,12,535,Colorado,40.371260778538065,107.81629910772946
4076,1500,16,12,531,Colorado,40.62732264376131,106.8431672350223
4077,1500,16,12,527,Colorado,40.33160352117129,107.78900334553967
4078,1500,16,12,527,Colorado,40.46579498649846,102.56668458858283
4079,1500,16,12,523,Colorado,39.26406416735606,106.14252187473056
4080,1500,16,12,521,Colorado,40.42294352690148,106.36468359852725
4081,1500,16,12,517,Colorado,38.3541544093984,106.45422927495959
4082,1500,16,12,514,Colorado,39.596794536817235,106.70504443361865
4083,1500,16,12,512,Colorado,37.590457629999534,107.22779631585166
4084,1500,16,12,511,Colorado,39.66941161780718,103.26018344855487
4085,1500,16,12,510,Colorado,37.04450708002376,103.14301306475939
4086,1500,16,12,509,Colorado,39.70803161227238,102.56106413203119
4087,1500,16,12,509,Colorado,37.71653678138535,103.33725748990237
4088,1500,16,12,508,Colorado,39.401960824795616,104.9383463804985
4089,1500,16,12,505,Colorado,39.62050049345062,108.57608164428686
4090,1500,16,12,504,Colorado,39.982794386625834,102.89422205851332
4091,1500,16,12,479,Colorado,38.302634407249286,103.58795055085824
4092,1500,16,12,478,Colorado,38.98110442240834,106.53397925622274
4093,1500,16,12,478,Colorado,37.28667324463002,105.23952246180083
4094,1500,16,12,478,Colorado,37.302520532705756,107.48704855267458
4095,1500,16,12,478,Colorado,39.02505694800107,108.5063196547606
4096,1500,16,12,478,Colorado,40.352822325499915,102.15137112620475
4097,1500,16,12,478,Colorado,38.70360448784328,103.78918100628685
4098,1500,16,12,476,Colorado,40.706532934260395,106.76396928873899
4099,1500,16,12,474,Colorado,40.40112983350023,108.27002442432142
4100,1500,16,9,471,Colorado,39.11056550346541,107.35262396469263
4101,1500,16,9,469,Colorado,37.83375827320932,107.7745391955322
4102,1500,16,9,455,Colorado,40.909137682111194,106.66540026724226
4103,1500,16,9,452,Colorado,39.24373888279612,105.62517004746572
4104,1250,16,9,445,Colorado,40.709981914988994,107.56291290754272
4105,1250,16,9,439,Colorado,39.88226875075374,107.56598011906301
4106,1250,16,9,439,Colorado,37.86863545625337,107.72945834232509
4107,1250,16,9,439,Colorado,38.10694950119445,106.01164034746898
4108,1250,16,9,435,Colorado,40.83229139187708,107.65461764805295
4109,1250,16,9,433,Colorado,38.32704411637804,103.36412524952759
4110,1250,16,9,429,Colorado,37.435425575849784,103.52913447692555
4111,1250,16,9,429,Colorado,37.01514385087326,102.35894163419806
4112,1250,16,9,427,Colorado,39.78957398332251,107.47142317626248
4113,1250,16,9,427,Colorado,38.07538935173991,106.08329281292797
4114,1250,16,9,427,Colorado,38.3693490868119,105.44204071355325
4115,1250,16,9,424,Colorado,39.29802778429213,103.54262539636456
4116,1250,16,9,421,Colorado,39.60215670542031,108.79941535397687
4117,1250,16,9,419,Colorado,39.288752726138966,102.59224586527883
4118,1250,16,9,416,Colorado,40.902989935525625,106.83646762288441
4119,1250,16,9,414,Colorado,38.2425684414699,103.8803396942465
4120,1250,16,9,406,Colorado,37.31939785637485,102.37855498503704
4121,1250,16,9,405,Colorado,39.328188282577074,102.9958022543368
4122,1250,16,9,399,Colorado,38.79652809697692,106.81889920287148
4123,1250,16,9,389,Colorado,39.70951660003615,104.35636550126907
4124,1250,16,9,381,Colorado,40.248326524265444,102.82350732588071
4125,1250,16,9,381,Colorado,40.25025582279336,102.22366576071944
4126,1202,16,9,381,Colorado,37.799173999425655,106.10202427739158
4127,1110,16,9,381,Colorado,38.619065521215205,107.90346902561815
4128,1000,16,9,380,Colorado,40.77264047721806,105.725572235529
4129,1000,16,9,380,Colorado,40.621640324801,102.6877899518257
4130,1000,16,9,376,Colorado,39.68802318596235,104.46072153144577
4131,1000,16,9,375,Colorado,38.32952595521126,102.87680282469302
4132,1000,16,9,375,Colorado,37.635521316825674,103.23020168189554
4133,1000,16,9,374,Colorado,38.666321556600174,103.04658787597008
4134,1000,16,9,372,Colorado,40.441138576931735,102.53728230559332
4135,1000,16,9,367,Colorado,37.92046872823471,108.65637619724738
4136,1000,16,9,363,Colorado,40.20454315974177,103.74050800179822
4137,1000,16,9,361,Colorado,40.965545803857,102.4612101557195
4138,1000,16,9,359,Colorado,39.50298774850262,105.101554095444
4139,1000,16,9,358,Colorado,38.697622932887796,108.78520497415902
4140,1000,16,9,358,Colorado,40.23281180360976,106.60871289061086
4141,1000,16,9,348,Colorado,39.62215922930793,104.55023687320515
4142,1000,16,9,337,Colorado,40.69979155483479,106.07229743340838
4143,1000,16,9,335,Colorado,40.71606855044943,103.50772969883677
4144,1000,16,9,334,Colorado,39.91652635973723,104.13060388526895
4145,1000,16,9,331,Colorado,40.55137666377945,105.23107802457363
4146,1000,16,9,330,Colorado,39.01731348394094,102.64259054983623
4147,1000,13,9,328,Colorado,39.6400745562927,103.27171307369885
4148,1000,13,9,327,Colorado,37.4121331352721,103.7622796626778
4149,1000,13,9,326,Colorado,37.31577929933237,104.27745854251073
4150,1000,13,9,325,Colorado,37.74587773029845,103.05286685049988
4151,1000,13,9,324,Colorado,40.74432337193139,107.79832987617934
4152,1000,13,9,322,Colorado,37.997854729272525,102.11614793768346
4153,1000,13,9,318,Colorado,38.243015773337326,106.9854010393625
4154,1000,13,9,317,Colorado,39.113512025127314,106.01719717048795
4155,1000,13,9,317,Colorado,38.67334661930077,106.20298792082421
4156,1000,13,9,317,Colorado,38.341480497622086,107.09276351405506
4157,1000,13,9,317,Colorado,37.242397105653254,103.73823966670882
4158,1000,13,9,317,Colorado,40.22077718202026,103.02992848584898
4159,1000,13,9,317,Colorado,39.91685011710068,102.63031147490106
4160,1000,13,9,317,Colorado,39.56037626109354,103.1537754042678
4161,1000,13,9,317,Colorado,39.20505232005135,105.68015086602314
4162,1000,13,9,317,Colorado,37.38117945364078,103.59722220259542
4163,1000,13,9,317,Colorado,39.23799772742873,108.96786267852407
4164,1000,12,9,317,Colorado,38.904655960067956,106.1245134183552
4165,1000,11,9,317,Colorado,37.336190503678516,108.83616913944935
4166,1000,10,9,317,Colorado,39.83979485011783,102.67137261708474
4167,1000,10,9,317,Colorado,37.6395482395807,107.13046967281024
4168,1000,10,9,317,Colorado,40.246266687453264,107.61436474611958
4169,1000,10,9,317,Colorado,40.34173071999245,105.74249692910311
4170,1000,9,9,317,Colorado,39.05086458692146,104.16515735116198
4171,1000,9,9,317,Colorado,39.94313958275758,106.98180956260872
4172,1000,8,9,317,Colorado,38.90408359178146,103.00432961212982
4173,1000,8,9,317,Colorado,38.77842882523608,105.0258170179146
4174,1000,8,9,317,Colorado,39.61212663314719,102.71337232551917
4175,1000,8,9,314,Colorado,37.00714133480713,105.44573877568463
4176,1000,8,9,311,Colorado,39.0954521388017,103.92924440506668
4177,1000,8,9,310,Colorado,40.09167008054663,103.17749609259697
4178,1000,8,9,310,Colorado,37.65018413124616,105.41570592153984
4179,1000,8,9,307,Colorado,37.455000023157396,104.28275528280916
4180,1000,8,9,307,Colorado,37.57061630321428,102.42786338881764
4181,1000,8,9,305,Colorado,38.5537920117499,104.55799389746257
4182,806,8,9,304,Colorado,38.786994108814866,107.72792124050144
4183,750,8,9,304,Colorado,40.86653887485926,103.75001792852194
4184,750,8,9,304,Colorado,38.513942752752236,107.06735564139419
4185,750,8,9,301,Colorado,39.10592191260112,105.01644763616699
4186,750,8,9,301,Colorado,38.69052787611034,102.94171630372011
4187,750,8,9,298,Colorado,39.220318280572094,102.3259878575477
4188,750,8,6,298,Colorado,40.63055299918534,104.45152286401813
4189,750,8,6,296,Colorado,38.858025857687835,106.32956895217382
4190,750,8,6,295,Colorado,40.33203548150245,106.8871290308168
4191,750,8,6,295,Colorado,37.0252539310053,107.53483445146247
4192,750,8,6,295,Colorado,39.71181579913262,104.16807462729281
4193,750,8,6,294,Colorado,39.50336149111109,105.18375367135516
4194,750,8,6,294,Colorado,37.378523176092806,105.7129437969545
4195,750,8,6,293,Colorado,40.170502675689505,105.91004782775549
4196,750,8,6,292,Colorado,38.080134916180604,105.48153713347399
4197,750,8,6,292,Colorado,39.4092692617163,104.99450494608614
4198,750,8,6,292,Colorado,37.1315938340645,104.00156807299709
4199,750,8,6,292,Colorado,38.35184848641173,102.50981019478942
4200,750,8,6,289,Colorado,38.84817720995814,106.4727358774669
4201,750,8,6,287,Colorado,40.31531241877316,108.87107941443837
4202,750,8,6,287,Colorado,37.48873990460623,107.25793237391723
4203,750,8,6,286,Colorado,37.60234559598062,105.60189473136664
4204,750,8,6,286,Colorado,38.14474179634692,103.68119310738125
4205,750,8,6,285,Colorado,38.60113959449907,105.01702800663952
4206,750,8,6,284,Colorado,37.68737693791891,108.03771642829244
4207,750,8,6,284,Colorado,40.47806964420056,102.55798263583833
4208,750,8,6,282,Colorado,39.15485810505013,106.7870250687376
4209,712,8,6,280,Colorado,38.632197937850776,104.93314087752746
4210,682,8,6,280,Colorado,40.13618891507583,102.78004151023447
4211,650,8,6,278,Colorado,38.441606544525946,102.70457559498375
4212,500,8,6,275,Colorado,40.1847485400524,105.00260820960466
4213,500,8,6,270,Colorado,37.62054302431828,106.9705675530305
4214,500,8,6,270,Colorado,40.424136237811375,107.93727027493534
4215,500,8,6,270,Colorado,40.02924352977853,106.98210566594021
4216,500,8,6,266,Colorado,40.54237524763485,106.66964115637064
4217,500,8,6,265,Colorado,39.3122853905186,108.37687331763402
4218,500,8,6,264,Colorado,37.25769311779663,105.81504392260189
4219,500,8,6,264,Colorado,38.8677009483886,102.59049797193217
4220,500,8,6,259,Colorado,39.306724692630674,107.79501559953341
4221,500,8,6,257,Colorado,37.72569584241948,107.80181670583437
4222,500,8,6,254,Colorado,37.16541782023042,108.77841384774489
4223,500,8,6,253,Colorado,38.24382738660596,104.64902406830765
4224,500,8,6,251,Colorado,37.18747817038541,102.63155586222544
4225,500,8,6,251,Colorado,38.742586207192524,108.40010107160275
4226,500,8,6,250,Colorado,39.336513032098956,108.14492691395456
4227,500,8,6,248,Colorado,37.131696076736766,104.61941109532958
4228,500,8,6,248,Colorado,40.65249676749119,102.87110841629148
4229,500,8,6,247,Colorado,37.55442489477722,105.33094481708811
4230,500,8,6,247,Colorado,40.4128506091724,102.44948379414909
4231,500,8,6,246,Colorado,37.76785608730752,105.64599222662633
4232,500,8,6,246,Colorado,37.16587638298011,106.09849941786382
4233,500,8,6,246,Colorado,39.40057460539693,102.06735417832665
4234,500,8,6,246,Colorado,37.74940266579405,105.77359357291974
4235,500,8,6,246,Colorado,38.27909265221497,104.12798705292465
4236,500,8,6,245,Colorado,37.73902322251118,102.22393493227834
4237,500,8,6,244,Colorado,40.43171637319528,105.29015566430881
4238,500,8,6,243,Colorado,40.894254251143174,103.22555051851849
4239,500,7,6,243,Colorado,37.389832528980286,105.09300929954291
4240,500,7,6,243,Colorado,39.03720664271828,108.05674771867297
4241,500,6,6,242,Colorado,38.876690093189104,104.01023115341229
4242,500,6,6,242,Colorado,38.97451339327868,104.45520534706945
4243,500,6,6,242,Colorado,39.843888844237064,102.28350695302618
4244,500,5,3,242,Colorado,38.569497900705436,104.63385525578224
4245,500,5,3,241,Colorado,39.15316440947309,102.27596928266719
4246,500,5,3,241,Colorado,40.2716293069135,107.7765631722358
4247,500,5,3,240,Colorado,40.468911939504395,104.83572657839656
4248,500,5,3,238,Colorado,38.501736690600815,103.16919711936407
4249,500,5,3,238,Colorado,39.70387006666692,108.23417159347132
4250,500,5,3,237,Colorado,37.749958297150584,102.37420446255157
4251,500,5,3,236,Colorado,40.176231443356315,106.41032060097331
4252,500,5,3,234,Colorado,40.3897380480357,102.35965749527492
4253,471,5,3,234,Colorado,40.10071795304369,106.17322934856837
4254,427,5,3,233,Colorado,37.77032531085288,107.46669752048773
4255,407,5,3,233,Colorado,37.966626225743404,102.15351993104436
4256,332,5,2,229,Colorado,38.33392376616567,105.37115236511238
4257,264,5,0,229,Colorado,39.56320459729993,105.03068514184808
4258,251,3,0,229,Colorado,37.1480740400266,108.50051111830011
4259,7765,75,19,2049,Connecticut,41.50823925522972,72.40175190891017
4260,7765,36,16,1746,Connecticut,42.04810172583511,72.31760375958665
4261,7549,36,16,1706,Connecticut,41.164698575764454,72.64342295426508
4262,6489,36,16,1706,Connecticut,41.4845273762464,72.78115942997093
4263,6470,36,16,1706,Connecticut,41.14888917289354,72.49391122776707
4264,6279,36,16,1706,Connecticut,41.87556311635269,72.16239492039507
4265,6039,36,16,1706,Connecticut,41.18456114715305,72.89712707170563
4266,5697,36,16,1638,Connecticut,41.17819440967525,73.41986528216762
4267,5618,36,16,1364,Connecticut,41.708973609404346,73.63668749694872
4268,5608,36,16,1364,Connecticut,41.959783313997065,71.99624228999043
4269,5392,36,16,1364,Connecticut,41.13130277881332,73.51299110850091
4270,5227,36,13,1364,Connecticut,41.21691523870334,72.11837079059578
4271,5176,36,13,1228,Connecticut,41.62850078078977,73.69958598452925
4272,5176,36,13,1040,Connecticut,41.744565039423065,72.76580777862357
4273,4957,36,13,1022,Connecticut,41.83257043969737,71.91419573752621
4274,4745,36,13,1022,Connecticut,41.52663379970145,72.72721498654954
4275,4578,28,13,1022,Connecticut,41.94642313522905,73.46509483055841
4276,4529,28,13,1022,Connecticut,41.164399100442026,73.15852046521785
4277,4337,28,13,1022,Connecticut,41.82134324879212,72.39865599465563
4278,4313,28,13,1022,Connecticut,41.55727874239808,72.26142768374935
4279,4232,28,13,1022,Connecticut,41.28619116317841,72.5359953180364
4280,3882,27,13,1022,Connecticut,41.7909741561929,73.46956163303895
4281,3688,26,13,1022,Connecticut,41.17247882937029,72.13194541845952
4282,3666,26,13,1022,Connecticut,41.46203165463341,73.72601401482649
4283,3627,24,13,1022,Connecticut,41.475020972505796,72.21459763904025
4284,3530,22,13,1022,Connecticut,41.82625052084482,72.17324212065257
4285,3496,18,13,1008,Connecticut,41.46257077051105,72.32255793144812
4286,3492,18,13,928,Connecticut,41.26349162542456,73.71568650432219
4287,3451,16,13,892,Connecticut,41.161920772967974,72.61188497157642
4288,3357,16,13,874,Connecticut,41.5378546115026,72.48732264676879
4289,3235,16,13,872,Connecticut,41.991699823365494,71.80736317826315
4290,3019,16,13,862,Connecticut,41.336212961256045,73.53170343121782
4291,2971,16,13,858,Connecticut,41.58907505573519,72.54254227532542
4292,2918,16,13,853,Connecticut,41.09759689765333,72.30014309529646
4293,2854,16,13,853,Connecticut,41.31447946612863,72.67562702218076
4294,2804,16,13,817,Connecticut,41.38775671797244,72.57631660086443
4295,2722,16,13,817,Connecticut,41.60217291427766,72.30926046704403
4296,2613,16,13,817,Connecticut,41.859742175225236,72.44306289189456
4297,2588,16,13,817,Connecticut,41.86293642718221,73.02069077762003
4298,2588,16,13,785,Connecticut,41.61447726648463,72.14475442523468
4299,2588,16,13,768,Connecticut,41.73057694146107,73.63983854760542
4300,2372,16,13,768,Connecticut,41.71772965740766,72.34671580652602
4301,2372,16,13,716,Connecticut,41.29388168827148,72.49236199822336
4302,2332,16,13,680,Connecticut,41.161006772671975,71.78479418494032
4303,2195,16,13,680,Connecticut,41.60873434137848,73.27310861010344
4304,2172,16,13,680,Connecticut,41.65698889164806,73.10981388850018
4305,2156,16,13,680,Connecticut,41.67221726141866,72.05398094359565
4306,2156,16,13,680,Connecticut,41.22500250769034,72.0907215175053
4307,2156,16,13,680,Connecticut,41.36469016028307,72.98164652688034
4308,2156,16,13,680,Connecticut,42.0359618787807,73.51345447220598
4309,2156,16,13,680,Connecticut,41.141182334884235,72.1790437898392
4310,2027,16,13,680,Connecticut,41.792651237219765,73.28470455346977
4311,2001,16,13,680,Connecticut,41.7623740925753,73.49639730430246
4312,1941,16,13,680,Connecticut,41.52806119253934,73.62786748921566
4313,1941,16,13,680,Connecticut,41.00253960556438,73.06813589451733
4314,1941,16,13,680,Connecticut,41.49399575002206,72.30496976774958
4315,1941,16,13,680,Connecticut,41.96175742020908,72.32960156452505
4316,1941,16,13,680,Connecticut,41.66637557912524,72.17205826809347
4317,1941,16,13,680,Connecticut,41.07496541278123,73.29112468566032
4318,1941,16,13,680,Connecticut,41.837762325368274,73.42700828600644
4319,1941,16,13,680,Connecticut,41.828207199150214,72.70117726376668
4320,1941,16,13,654,Connecticut,41.512915089432546,72.4183746315029
4321,1930,16,13,632,Connecticut,41.11908185387753,71.98929704018133
4322,1859,16,13,631,Connecticut,40.97078753107301,72.22481748598997
4323,1725,16,13,628,Connecticut,41.180474190874946,72.25731788354062
4324,1725,16,13,620,Connecticut,41.96100435452737,72.04399292202771
4325,1725,16,13,612,Connecticut,41.107558548141384,72.76606926031516
4326,1725,16,13,612,Connecticut,41.36300764849987,73.39888648042356
4327,1725,16,13,591,Connecticut,40.98104596143036,73.49315979710717
4328,1725,16,13,576,Connecticut,41.4383097323004,72.7430036704873
4329,1725,16,13,574,Connecticut,41.700337417014325,73.15601930618242
4330,1725,16,13,563,Connecticut,41.607793701764976,73.55173270966478
4331,1724,16,13,563,Connecticut,41.27618601165483,73.4067165933014
4332,1554,16,13,562,Connecticut,41.72620270360983,72.95873334744712
4333,1531,16,13,553,Connecticut,41.81021920550532,72.8506943412047
4334,1509,16,13,552,Connecticut,41.389962237862704,73.18725770494741
4335,1509,16,13,550,Connecticut,41.193710098821995,73.53536110146504
4336,1509,16,13,547,Connecticut,41.9145953794933,71.78634386855633
4337,1509,16,13,546,Connecticut,40.998642797004344,72.06759993480748
4338,1509,16,13,544,Connecticut,41.926681330821424,72.40904413285232
4339,1509,16,13,511,Connecticut,41.19987312725524,72.84329609538679
4340,1509,16,13,511,Connecticut,41.750610045504956,72.48402086761844
4341,1509,16,13,511,Connecticut,40.98507289950259,73.61659693862421
